label,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,x63,x64,x65,x66,x67,x68,x69,x70,x71,x72,x73,x74,x75,x76,x77,x78,x79,x80,x81,x82,x83,x84,x85,x86,x87,x88,x89,x90,x91,x92,x93,x94,x95,x96,x97,x98,x99,x100,x101,x102,x103,x104,x105,x106,x107,x108,x109,x110,x111,x112,x113,x114,x115,x116,x117,x118,x119,x120,x121,x122,x123,x124,x125,x126,x127,x128,x129,x130,x131,x132,x133,x134,x135,x136,x137,x138,x139,x140,x141,x142,x143,x144,x145,x146,x147,x148,x149,x150,x151,x152,x153,x154,x155,x156,x157,x158,x159,x160,x161,x162,x163,x164,x165,x166,x167,x168,x169,x170,x171,x172,x173,x174,x175,x176,x177,x178,x179,x180,x181,x182,x183,x184,x185,x186,x187,x188,x189,x190,x191,x192,x193,x194,x195,x196,x197,x198,x199,x200,x201,x202,x203,x204,x205,x206,x207,x208,x209,x210,x211,x212,x213,x214,x215,x216,x217,x218,x219,x220,x221,x222,x223,x224,x225,x226,x227,x228,x229,x230,x231,x232,x233,x234,x235,x236,x237,x238,x239,x240,x241,x242,x243,x244,x245,x246,x247,x248,x249,x250,x251,x252,x253,x254,x255,x256,x257,x258,x259,x260,x261,x262,x263,x264,x265,x266,x267,x268,x269,x270,x271,x272,x273,x274,x275,x276,x277,x278,x279,x280,x281,x282,x283,x284,x285,x286,x287,x288,x289,x290,x291,x292,x293,x294,x295,x296,x297,x298,x299,x300,x301,x302,x303,x304,x305,x306,x307,x308,x309,x310,x311,x312,x313,x314,x315,x316,x317,x318,x319,x320,x321,x322,x323,x324,x325,x326,x327,x328,x329,x330,x331,x332,x333,x334,x335,x336,x337,x338,x339,x340,x341,x342,x343,x344,x345,x346,x347,x348,x349,x350,x351,x352,x353,x354,x355,x356,x357,x358,x359,x360
1,750,1,1,750,750,750,750,750,750,1,750,6,750,750,1,2,750,750,750,750,1,30,1,750,1,13,1,750,750,750,104,1,750,1,750,96,750,18,750,750,1,1,1,750,750,750,750,750,750,750,1,750,750,1,750,750,3,1,750,750,750,1,1,750,750,750,1,750,750,750,1,750,1,1,7,750,750,750,750,750,750,1,750,1,750,1,750,1,750,1,750,750,750,1,1,750,15,750,1,176,750,750,750,750,1,1,750,1,1,1,1,750,17,750,750,750,750,1,1,750,1,750,750,750,750,750,131,750,750,750,750,750,750,750,750,1,750,750,750,750,750,1,750,750,1,750,750,750,1,750,750,1,6,750,750,750,1,750,1,750,1,750,750,3,750,750,750,14,750,750,750,750,750,750,750,750,1,1,750,2,750,4,750,750,750,750,750,750,750,1,750,750,750,750,750,1,750,750,1,750,1,1,750,750,750,750,750,750,750,750,750,1,750,750,750,2,750,750,1,750,750,750,188,750,1,750,750,1,750,750,750,1,750,750,1,750,1,750,1,750,750,750,750,1,1,750,750,750,206,1,1,750,750,750,1,318,750,750,1,750,750,750,750,750,750,750,750,750,750,750,1,750,1,1,750,750,750,750,750,1,750,750,750,750,1,750,750,750,750,750,1,1,1,750,750,750,750,8,1,1,1,750,1,750,750,750,1,750,1,750,750,750,750,1,750,750,750,750,750,750,1,750,1,750,1,750,750,750,750,1,750,1,750,1,750,750,750,750,1,750,750,1,1,750,750,750,750,750,750,1,750,750,750,750,750,750,1,750,750,4,1
1,750,1,1,750,750,750,750,750,750,3,750,2,750,750,1,3,750,750,750,750,1,1,1,750,1,1,1,750,750,750,1,1,750,1,750,1,750,1,750,750,1,1,1,750,750,750,750,750,750,750,1,750,750,1,750,750,1,1,750,750,750,1,1,750,750,750,2,750,750,750,4,750,1,1,1,750,750,750,750,750,750,1,750,1,750,1,750,1,750,1,750,750,750,1,1,750,1,750,1,2,750,750,750,750,1,1,750,3,3,2,1,750,1,750,750,750,750,1,1,750,1,750,750,750,750,750,1,750,750,750,750,750,750,750,750,750,750,750,750,750,750,1,750,750,1,750,750,750,1,750,750,1,4,750,750,750,1,750,1,750,1,750,750,2,750,750,750,5,750,750,750,750,750,750,750,750,1,1,750,2,750,3,750,750,750,750,750,750,750,1,750,750,750,750,750,1,750,750,1,750,1,1,750,750,750,750,750,750,750,750,750,1,750,750,750,1,750,750,1,750,750,750,1,750,1,750,750,3,750,750,750,1,750,750,1,750,1,750,1,750,750,750,750,1,1,750,750,750,4,1,1,750,750,750,1,1,750,750,1,750,750,750,750,750,750,750,750,750,750,750,1,750,1,8,750,750,750,750,750,1,750,750,750,750,2,750,750,750,750,750,1,1,1,750,750,750,750,2,1,1,3,750,1,750,750,750,1,750,1,750,750,750,750,1,750,750,750,750,750,750,1,750,1,750,1,750,750,750,750,1,750,1,750,1,750,750,750,750,1,750,750,1,3,750,750,750,750,750,750,1,750,750,750,750,750,750,1,750,750,1,1
1,750,1,1,750,750,750,750,750,750,1,750,93,750,750,1,2,750,750,750,750,1,377,1,750,6,52,1,750,750,750,89,1,750,23,750,49,750,200,750,750,1,1,1,750,750,750,750,750,750,750,1,750,750,1,750,750,2,2,750,750,750,1,1,750,750,750,33,750,750,750,2,750,1,1,91,750,750,750,750,750,750,1,750,1,750,94,750,31,750,94,750,750,750,1,1,750,51,750,1,72,750,750,750,750,1,1,750,1,1,58,133,750,52,750,750,750,750,1,1,750,1,750,750,750,750,750,26,750,750,750,750,750,750,750,750,1,750,750,750,750,750,1,750,750,1,750,750,750,1,750,750,1,51,750,750,750,1,750,1,750,1,750,750,47,750,750,750,36,750,750,750,750,750,750,750,750,1,1,750,40,750,5,750,750,750,750,750,750,750,42,750,750,750,750,750,3,750,750,1,750,39,4,750,750,750,750,750,750,750,750,750,1,750,750,750,50,750,750,150,750,750,750,143,750,88,750,750,1,750,750,750,1,750,750,1,750,1,750,1,750,750,750,750,1,1,750,750,750,75,1,1,750,750,750,88,280,750,750,6,750,750,750,750,750,750,750,750,750,750,750,1,750,1,115,750,750,750,750,750,1,750,750,750,750,1,750,750,750,750,750,1,1,3,750,750,750,750,26,1,1,1,750,322,750,750,750,1,750,1,750,750,750,750,1,750,750,750,750,750,750,1,750,1,750,1,750,750,750,750,1,750,1,750,1,750,750,750,750,1,750,750,1,1,750,750,750,750,750,750,1,750,750,750,750,750,750,1,750,750,68,2
1,750,1,1,750,750,750,750,750,750,1,750,5,750,750,1,5,750,750,750,750,1,20,1,750,1,73,1,750,750,750,24,210,750,1,750,10,750,10,750,750,780,1,210,750,750,750,750,750,750,750,1,750,750,1,750,750,2,1,750,750,750,1,210,750,750,750,2,750,750,750,7,750,1,1,2,750,750,750,750,750,750,1,750,1,750,1,750,1,750,1,750,750,750,1,1,750,7,750,1,26,750,750,750,750,210,1,750,1,1,6,1,750,7,750,750,750,750,1,1,750,1,750,750,750,750,750,10,750,750,750,750,750,750,750,750,1,750,750,750,750,750,1,750,750,1,750,750,750,1,750,750,1,5,750,750,750,14,750,1,750,1,750,750,5,750,750,750,10,750,750,750,750,750,750,750,750,1,1,750,3,750,3,750,750,750,750,750,750,750,4,750,750,750,750,750,142,750,750,1,750,1,1,750,750,750,750,750,750,750,750,750,1,750,750,750,2,750,750,1,750,750,750,177,750,1,750,750,7,750,750,750,1,750,750,1,750,1,750,1,750,750,750,750,1,1,750,750,750,41,1,1,750,750,750,1,348,750,750,3,750,750,750,750,750,750,750,750,750,750,750,1,750,1,1,750,750,750,750,750,1,750,750,750,750,1,750,750,750,750,750,1,1,2,750,750,750,750,7,1,1,1,750,1,750,750,750,1,750,1,750,750,750,750,1,750,750,750,750,750,750,1,750,1,750,1,750,750,750,750,1,750,1,750,1,750,750,750,750,1,750,750,1,7,750,750,750,750,750,750,1,750,750,750,750,750,750,210,750,750,3,1
1,750,1,2,750,750,750,750,750,750,5,750,43,750,750,1,1,750,750,750,750,1,332,1,750,6,62,34,750,750,750,269,1,750,68,750,62,750,168,750,750,7,2,9,750,750,750,750,750,750,750,250,750,750,1,750,750,17,10,750,750,750,250,9,750,750,750,24,750,750,750,1,750,20,1,95,750,750,750,750,750,750,1,750,1,750,469,750,152,750,469,750,750,750,1,1,750,65,750,1,182,750,750,750,750,27,1,750,20,11,68,171,750,65,750,750,750,750,1,1,750,1,750,750,750,750,750,53,750,750,750,750,750,750,750,750,1,750,750,750,750,750,89,750,750,2,750,750,750,1,750,750,3,58,750,750,750,3,750,1,750,1,750,750,44,750,750,750,42,750,750,750,750,750,750,750,750,500,1,750,35,750,18,750,750,750,750,750,750,750,36,750,750,750,750,750,9,750,750,1,750,10,3,750,750,750,750,750,750,750,750,750,11,750,750,750,36,750,750,150,750,750,750,172,750,73,750,750,3,750,750,750,1,750,750,1,750,1,750,1,750,750,750,750,1,1,750,750,750,202,1,1,750,750,750,73,327,750,750,6,750,750,750,750,750,750,750,750,750,750,750,1,750,500,110,750,750,750,750,750,1,750,750,750,750,37,750,750,750,750,750,1,17,4,750,750,750,750,36,1,1,36,750,750,750,750,750,1,750,8,750,750,750,750,1,750,750,750,750,750,750,1,750,1,750,1,750,750,750,750,1,750,1,750,1,750,750,750,750,1,750,750,1,10,750,750,750,750,750,750,1,750,750,750,750,750,750,5,750,750,45,2
1,750,1,4,750,750,750,750,750,750,91,750,5,750,750,1,21,750,750,750,750,1,27,1,750,2,20,22,750,750,750,47,9,750,1,750,28,750,13,750,750,26,2,9,750,750,750,750,750,750,750,1,750,750,15,750,750,17,23,750,750,750,1,9,750,750,750,18,750,750,750,13,750,1,1,9,750,750,750,750,750,750,1,750,1,750,1,750,1,750,1,750,750,750,1,1,750,10,750,1,44,750,750,750,750,9,1,750,90,19,4,5,750,10,750,750,750,750,1,1,750,1,750,750,750,750,750,30,750,750,750,750,750,750,750,750,1,750,750,750,750,750,1,750,750,1,750,750,750,1,750,750,2,17,750,750,750,3,750,1,750,1,750,750,8,750,750,750,24,750,750,750,750,750,750,750,750,1,1,750,6,750,5,750,750,750,750,750,750,750,10,750,750,750,750,750,6,750,750,1,750,2,11,750,750,750,750,750,750,750,750,750,6,750,750,750,2,750,750,1,750,750,750,143,750,1,750,750,12,750,750,750,1,750,750,1,750,1,750,1,750,750,750,750,1,1,750,750,750,48,1,1,750,750,750,1,182,750,750,2,750,750,750,750,750,750,750,750,750,750,750,1,750,1,1,750,750,750,750,750,1,750,750,750,750,37,750,750,750,750,750,192,17,2,750,750,750,750,13,1,1,23,750,1,750,750,750,3,750,8,750,750,750,750,1,750,750,750,750,750,750,1,750,1,750,1,750,750,750,750,1,750,1,750,1,750,750,750,750,15,750,750,1,16,750,750,750,750,750,750,1,750,750,750,750,750,750,9,750,750,4,1
1,750,1,1,750,750,750,750,750,750,1,750,1,750,750,1,1,750,750,750,750,1,1,1,750,1,1,1,750,750,750,1,1,750,1,750,1,750,1,750,750,1,1,1,750,750,750,750,750,750,750,1,750,750,1,750,750,1,1,750,750,750,1,1,750,750,750,1,750,750,750,1,750,1,1,1,750,750,750,750,750,750,1,750,1,750,1,750,1,750,1,750,750,750,1,1,750,1,750,1,1,750,750,750,750,1,1,750,1,1,1,1,750,1,750,750,750,750,1,1,750,1,750,750,750,750,750,1,750,750,750,750,750,750,750,750,1,750,750,750,750,750,1,750,750,1,750,750,750,1,750,750,1,1,750,750,750,1,750,1,750,1,750,750,1,750,750,750,1,750,750,750,750,750,750,750,750,1,1,750,1,750,1,750,750,750,750,750,750,750,1,750,750,750,750,750,1,750,750,1,750,1,1,750,750,750,750,750,750,750,750,750,1,750,750,750,1,750,750,1,750,750,750,1,750,1,750,750,1,750,750,750,1,750,750,1,750,1,750,1,750,750,750,750,1,1,750,750,750,1,1,1,750,750,750,1,1,750,750,1,750,750,750,750,750,750,750,750,750,750,750,1,750,1,1,750,750,750,750,750,1,750,750,750,750,1,750,750,750,750,750,1,1,1,750,750,750,750,1,1,1,1,750,1,750,750,750,1,750,1,750,750,750,750,1,750,750,750,750,750,750,1,750,1,750,1,750,750,750,750,1,750,1,750,1,750,750,750,750,1,750,750,1,1,750,750,750,750,750,750,1,750,750,750,750,750,750,1,750,750,1,1
1,750,1,1,750,750,750,750,750,750,6,750,1,750,750,1,1,750,750,750,750,1,1,1,750,1,1,3,750,750,750,1,1,750,1,750,1,750,1,750,750,1,1,1,750,750,750,750,750,750,750,1,750,750,1,750,750,1,1,750,750,750,1,1,750,750,750,1,750,750,750,1,750,1,1,1,750,750,750,750,750,750,1,750,1,750,1,750,1,750,1,750,750,750,1,1,750,1,750,1,2,750,750,750,750,1,1,750,7,3,1,1,750,1,750,750,750,750,1,1,750,1,750,750,750,750,750,1,750,750,750,750,750,750,750,750,750,750,750,750,750,750,1,750,750,1,750,750,750,1,750,750,1,1,750,750,750,1,750,1,750,1,750,750,1,750,750,750,1,750,750,750,750,750,750,750,750,1,1,750,1,750,1,750,750,750,750,750,750,750,1,750,750,750,750,750,1,750,750,1,750,1,1,750,750,750,750,750,750,750,750,750,1,750,750,750,1,750,750,1,750,750,750,1,750,1,750,750,1,750,750,750,1,750,750,1,750,1,750,1,750,750,750,750,1,1,750,750,750,2,1,1,750,750,750,1,1,750,750,1,750,750,750,750,750,750,750,750,750,750,750,1,750,1,1,750,750,750,750,750,1,750,750,750,750,5,750,750,750,750,750,1,1,1,750,750,750,750,1,1,1,4,750,1,750,750,750,1,750,1,750,750,750,750,1,750,750,750,750,750,750,1,750,1,750,1,750,750,750,750,1,750,1,750,1,750,750,750,750,1,750,750,1,1,750,750,750,750,750,750,1,750,750,750,750,750,750,1,750,750,1,1
1,750,1,2,750,750,750,750,750,750,3,750,36,750,750,1,5,750,750,750,750,1,174,1,750,7,45,15,750,750,750,85,1,750,23,750,75,750,83,750,750,7,5,9,750,750,750,750,750,750,750,250,750,750,1,750,750,6,8,750,750,750,250,9,750,750,750,25,750,750,750,7,750,1,1,53,750,750,750,750,750,750,1,750,2,750,94,750,31,750,94,750,750,750,1,1,750,33,750,1,127,750,750,750,750,18,1,750,10,6,44,90,750,34,750,750,750,750,1,1,750,1,750,750,750,750,750,41,750,750,750,750,750,750,750,750,1,750,750,750,750,750,1,750,750,2,750,750,750,1,750,750,3,31,750,750,750,9,750,1,750,1,750,750,33,750,750,750,72,750,750,750,750,750,750,750,750,500,1,750,26,750,11,750,750,750,750,750,750,750,39,750,750,750,750,750,3,750,750,1,750,11,2,750,750,750,750,750,750,750,750,750,1,750,750,750,22,750,750,150,750,750,750,167,750,37,750,750,5,750,750,750,1,750,750,1,750,331,750,69,750,750,750,750,420,202,750,750,750,108,1,1,750,750,750,36,250,750,750,7,750,750,750,750,750,750,750,750,750,750,750,1,750,500,48,750,750,750,750,750,1,750,750,750,750,17,750,750,750,750,750,1,90,6,750,750,750,750,36,1,1,17,750,322,750,750,750,2,750,144,750,750,750,750,1,750,750,750,750,750,750,1,750,483,750,1,750,750,750,750,1,750,1,750,1,750,750,750,750,1,750,750,79,9,750,750,750,750,750,750,1,750,750,750,750,750,750,5,750,750,23,1
1,750,1,10,750,750,750,750,750,750,24,750,23,750,750,1,20,750,750,750,750,1,842,1,750,8,67,18,750,750,750,47,1,750,68,750,46,750,228,750,750,1,4,1,750,750,750,750,750,750,750,1,750,750,37,750,750,45,17,750,750,750,1,1,750,750,750,66,750,750,750,12,750,6,1,264,750,750,750,750,750,750,1,750,2,750,469,750,152,750,469,750,750,750,1,1,750,214,750,1,40,750,750,750,750,18,1,750,26,19,39,373,750,215,750,750,750,750,1,1,750,1,750,750,750,750,750,33,750,750,750,750,750,750,750,750,1,750,750,750,750,750,89,750,750,1,750,750,750,1,750,750,3,42,750,750,750,4,750,1,750,1,750,750,40,750,750,750,73,750,750,750,750,750,750,750,750,1,1,750,35,750,11,750,750,750,750,750,750,750,61,750,750,750,750,750,20,750,750,3,750,15,25,750,750,750,750,750,750,750,750,750,5,750,750,750,17,750,750,150,750,750,750,82,750,21,750,750,12,750,750,750,1,750,750,1,750,1,750,1,750,750,750,750,1,1,750,750,750,44,1,4,750,750,750,21,135,750,750,7,750,750,750,750,750,750,750,750,750,750,750,1,750,1,48,750,750,750,750,750,1,750,750,750,750,22,750,750,750,750,750,7,1,6,750,750,750,750,43,1,1,21,750,750,750,750,750,7,750,8,750,750,750,750,1,750,750,750,750,750,750,1,750,1,750,1,750,750,750,750,1,750,1,750,1,750,750,750,750,37,750,750,1,14,750,750,750,750,750,750,1,750,750,750,750,750,750,1,750,750,15,2
1,750,1,8,750,750,750,750,750,750,31,750,39,750,750,1,98,750,750,750,750,1,777,1,750,20,119,52,750,750,750,99,1,750,68,750,92,750,274,750,750,1,15,1,750,750,750,750,750,750,750,1,750,750,1,750,750,17,7,750,750,750,1,1,750,750,750,92,750,750,750,141,750,23,1,216,750,750,750,750,750,750,1,750,3,750,469,750,152,750,469,750,750,750,1,1,750,134,750,1,174,750,750,750,750,18,1,750,52,46,126,309,750,134,750,750,750,750,1,1,750,1,750,750,750,750,750,273,750,750,750,750,750,750,750,750,1,750,750,750,750,750,89,750,750,14,750,750,750,1,750,750,23,159,750,750,750,15,750,1,750,1,750,750,243,750,750,750,95,750,750,750,750,750,750,750,750,1,1,750,238,750,14,750,750,750,750,750,750,750,105,750,750,750,750,750,9,750,750,4,750,122,6,750,750,750,750,750,750,750,750,750,11,750,750,750,63,750,750,150,750,750,750,595,750,128,750,750,142,750,750,750,1,750,750,1,750,309,750,69,750,750,750,750,420,202,750,750,750,216,1,1,750,750,750,126,261,750,750,19,750,750,750,750,750,750,750,750,750,750,750,1,750,1,281,750,750,750,750,750,1,750,750,750,750,95,750,750,750,750,750,1,65,17,750,750,750,750,89,1,1,71,750,965,750,750,750,4,750,1,750,750,750,750,1,750,750,750,750,750,750,1,750,429,750,1,750,750,750,750,1,750,1,750,1,750,750,750,750,1,750,750,79,151,750,750,750,750,750,750,1,750,750,750,750,750,750,1,750,750,90,2
1,750,1,1,750,750,750,750,750,750,2,750,8,750,750,1,1,750,750,750,750,1,4,1,750,1,1,1,750,750,750,4,1,750,23,750,2,750,2,750,750,1,1,1,750,750,750,750,750,750,750,1,750,750,1,750,750,1,1,750,750,750,1,1,750,750,750,1,750,750,750,1,750,1,1,1,750,750,750,750,750,750,1,750,1,750,1,750,1,750,1,750,750,750,1,1,750,2,750,1,9,750,750,750,750,1,1,750,2,2,2,1,750,2,750,750,750,750,1,1,750,1,750,750,750,750,750,6,750,750,750,750,750,750,750,750,750,750,750,750,750,750,1,750,750,1,750,750,750,1,750,750,1,4,750,750,750,3,750,1,750,1,750,750,3,750,750,750,7,750,750,750,750,750,750,750,750,1,1,750,1,750,1,750,750,750,750,750,750,750,1,750,750,750,750,750,5,750,750,1,750,1,1,750,750,750,750,750,750,750,750,750,1,750,750,750,1,750,750,1,750,750,750,16,750,1,750,750,1,750,750,750,1,750,750,1,750,1,750,1,750,750,750,750,1,1,750,750,750,8,1,1,750,750,750,1,1,750,750,1,750,750,750,750,750,750,750,750,750,750,750,1,750,1,4,750,750,750,750,750,1,750,750,750,750,1,750,750,750,750,750,1,1,1,750,750,750,750,7,1,1,1,750,1,750,750,750,1,750,1,750,750,750,750,1,750,750,750,750,750,750,1,750,1,750,1,750,750,750,750,1,750,1,750,1,750,750,750,750,1,750,750,1,3,750,750,750,750,750,750,1,750,750,750,750,750,750,1,750,750,2,1
1,750,1,1,750,750,750,750,750,750,1,750,9,750,750,1,1,750,750,750,750,1,29,1,750,1,26,1,750,750,750,110,44,750,1,750,97,750,12,750,750,33,1,44,750,750,750,750,750,750,750,1,750,750,1,750,750,3,1,750,750,750,1,44,750,750,750,1,750,750,750,1,750,1,1,12,750,750,750,750,750,750,1,750,1,750,1,750,1,750,1,750,750,750,1,1,750,10,750,1,79,750,750,750,750,44,1,750,1,1,2,1,750,13,750,750,750,750,1,1,750,1,750,750,750,750,750,23,750,750,750,750,750,750,750,750,1,750,750,750,750,750,1,750,750,1,750,750,750,1,750,750,1,14,750,750,750,3,750,1,750,1,750,750,12,750,750,750,20,750,750,750,750,750,750,750,750,1,1,750,8,750,6,750,750,750,750,750,750,750,4,750,750,750,750,750,30,750,750,1,750,1,4,750,750,750,750,750,750,750,750,750,1,750,750,750,2,750,750,1,750,750,750,167,750,1,750,750,1,750,750,750,1,750,750,1,750,1,750,1,750,750,750,750,1,1,750,750,750,83,1,1,750,750,750,1,280,750,750,2,750,750,750,750,750,750,750,750,750,750,750,1,750,1,1,750,750,750,750,750,1,750,750,750,750,1,750,750,750,750,750,1,81,2,750,750,750,750,20,1,1,1,750,1,750,750,750,1,750,38,750,750,750,750,1,750,750,750,750,750,750,1,750,1,750,1,750,750,750,750,1,750,1,750,1,750,750,750,750,1,750,750,1,1,750,750,750,750,750,750,1,750,750,750,750,750,750,44,750,750,3,1
1,750,1,1,750,750,750,750,750,750,248,750,6,750,750,1,7,750,750,750,750,1,23,1,750,2,12,64,750,750,750,33,1,750,1,750,12,750,10,750,750,1,1,1,750,750,750,750,750,750,750,1,750,750,2,750,750,4,5,750,750,750,1,1,750,750,750,8,750,750,750,3,750,1,1,6,750,750,750,750,750,750,1,750,1,750,1,750,1,750,1,750,750,750,1,1,750,7,750,1,85,750,750,750,750,1,1,750,244,44,3,2,750,8,750,750,750,750,1,1,750,1,750,750,750,750,750,18,750,750,750,750,750,750,750,750,1,750,750,750,750,750,1,750,750,1,750,750,750,1,750,750,1,26,750,750,750,2,750,1,750,1,750,750,5,750,750,750,26,750,750,750,750,750,750,750,750,1,1,750,3,750,1,750,750,750,750,750,750,750,2,750,750,750,750,750,1,750,750,1,750,1,3,750,750,750,750,750,750,750,750,750,1,750,750,750,2,750,750,1,750,750,750,175,750,1,750,750,1,750,750,750,1,750,750,1,750,1,750,1,750,750,750,750,1,1,750,750,750,88,1,1,750,750,750,1,338,750,750,2,750,750,750,750,750,750,750,750,750,750,750,1,750,1,1,750,750,750,750,750,1,750,750,750,750,102,750,750,750,750,750,532,1,1,750,750,750,750,11,1,1,63,750,1,750,750,750,1,750,8,750,750,750,750,1,750,750,750,750,750,750,1,750,1,750,1,750,750,750,750,1,750,1,750,1,750,750,750,750,2,750,750,1,3,750,750,750,750,750,750,1,750,750,750,750,750,750,1,750,750,3,1
1,750,1,1,750,750,750,750,750,750,1,750,5,750,750,1,1,750,750,750,750,1,28,1,750,1,13,1,750,750,750,107,1,750,1,750,90,750,16,750,750,1,1,1,750,750,750,750,750,750,750,1,750,750,1,750,750,3,1,750,750,750,1,1,750,750,750,1,750,750,750,1,750,1,1,8,750,750,750,750,750,750,1,750,1,750,1,750,1,750,1,750,750,750,1,1,750,13,750,1,171,750,750,750,750,1,1,750,1,1,1,1,750,16,750,750,750,750,1,1,750,1,750,750,750,750,750,24,750,750,750,750,750,750,750,750,1,750,750,750,750,750,1,750,750,1,750,750,750,1,750,750,1,4,750,750,750,1,750,1,750,1,750,750,2,750,750,750,14,750,750,750,750,750,750,750,750,1,1,750,2,750,3,750,750,750,750,750,750,750,1,750,750,750,750,750,1,750,750,1,750,1,1,750,750,750,750,750,750,750,750,750,1,750,750,750,2,750,750,1,750,750,750,186,750,1,750,750,1,750,750,750,1,750,750,1,750,1,750,1,750,750,750,750,1,1,750,750,750,209,1,1,750,750,750,1,337,750,750,1,750,750,750,750,750,750,750,750,750,750,750,1,750,1,1,750,750,750,750,750,1,750,750,750,750,1,750,750,750,750,750,1,1,1,750,750,750,750,7,1,1,1,750,1,750,750,750,1,750,1,750,750,750,750,1,750,750,750,750,750,750,1,750,1,750,1,750,750,750,750,1,750,1,750,1,750,750,750,750,1,750,750,1,1,750,750,750,750,750,750,1,750,750,750,750,750,750,1,750,750,4,1
1,750,1,1,750,750,750,750,750,750,9,750,4,750,750,1,2,750,750,750,750,1,26,1,750,4,8,4,750,750,750,38,1,750,1,750,26,750,18,750,750,1,4,1,750,750,750,750,750,750,750,1,750,750,1,750,750,2,1,750,750,750,1,1,750,750,750,4,750,750,750,2,750,1,1,8,750,750,750,750,750,750,1,750,1,750,1,750,1,750,1,750,750,750,1,1,750,15,750,1,55,750,750,750,750,1,1,750,9,10,5,1,750,15,750,750,750,750,1,1,750,1,750,750,750,750,750,13,750,750,750,750,750,750,750,750,1,750,750,750,750,750,1,750,750,1,750,750,750,1,750,750,1,11,750,750,750,1,750,1,750,1,750,750,10,750,750,750,11,750,750,750,750,750,750,750,750,1,1,750,9,750,6,750,750,750,750,750,750,750,3,750,750,750,750,750,1,750,750,2,750,2,5,750,750,750,750,750,750,750,750,750,1,750,750,750,2,750,750,1,750,750,750,171,750,1,750,750,1,750,750,750,1,750,750,1,750,1,750,1,750,750,750,750,1,1,750,750,750,55,1,1,750,750,750,1,327,750,750,4,750,750,750,750,750,750,750,750,750,750,750,1,750,1,1,750,750,750,750,750,1,750,750,750,750,8,750,750,750,750,750,1,1,4,750,750,750,750,18,1,1,10,750,1,750,750,750,1,750,1,750,750,750,750,1,750,750,750,750,750,750,1,750,1,750,1,750,750,750,750,1,750,1,750,1,750,750,750,750,1,750,750,1,1,750,750,750,750,750,750,1,750,750,750,750,750,750,1,750,750,3,1
1,750,1,5,750,750,750,750,750,750,11,750,10,750,750,1,9,750,750,750,750,1,29,1,750,19,14,4,750,750,750,59,1,750,45,750,49,750,15,750,750,1,13,1,750,750,750,750,750,750,750,1,750,750,5,750,750,9,21,750,750,750,1,1,750,750,750,8,750,750,750,7,750,1,442,11,750,750,750,750,750,750,1,750,1,750,375,750,122,750,375,750,750,750,1,1,750,12,750,1,115,750,750,750,750,9,1,750,9,10,32,3,750,14,750,750,750,750,1,1,750,1,750,750,750,750,750,24,750,750,750,750,750,750,750,750,1,750,750,750,750,750,89,750,750,10,750,750,750,1,750,750,4,26,750,750,750,7,750,1,750,1,750,750,20,750,750,750,30,750,750,750,750,750,750,750,750,1,1,750,14,750,8,750,750,750,750,750,750,750,7,750,750,750,750,750,15,750,750,1,750,10,4,750,750,750,750,750,750,750,750,750,4,750,750,750,3,750,750,1,750,750,750,182,750,1,750,750,14,750,750,750,1,750,750,1,750,1,750,1,750,750,750,750,1,1,750,750,750,141,1,3,750,750,750,1,324,750,750,18,750,750,750,750,750,750,750,750,750,750,750,1,750,1,26,750,750,750,750,750,1,750,750,750,750,11,750,750,750,750,750,1,1,15,750,750,750,750,15,1,1,6,750,429,750,750,750,4,750,23,750,750,750,750,1,750,750,750,750,750,750,1,750,1,750,1,750,750,750,750,1,750,1,750,1,750,750,750,750,5,750,750,1,19,750,750,750,750,750,750,1,750,750,750,750,750,750,1,750,750,5,1
